aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.192,0.731,0.41,0.13,0.077,0.835,0.156,0.6,0.873,0.0,0.91,0.005,0.986,0.573,0.2,0.581,0.806,0.4,0.02,0.889,0.0
0.986,0.202,0.352,0.534,0.154,0.893,0.444,0.82,0.193,0.0,0.005,0.005,0.768,0.689,0.5,0.605,0.273,0.5,0.38,0.444,0.0
0.974,0.857,0.562,0.745,0.462,0.074,0.533,0.695,0.467,0.0,0.94,0.005,0.684,0.392,0.6,0.214,0.861,0.5,0.14,0.778,0.0
0.303,0.947,0.152,0.868,0.923,0.235,0.3,0.485,0.04,0.0,0.008,0.005,0.157,0.44,0.8,0.736,0.537,0.7,0.62,0.889,0.0
0.705,0.388,0.429,0.257,0.077,0.588,0.511,0.2,0.527,0.0,0.005,0.005,0.725,0.386,0.6,0.504,0.72,0.4,0.7,0.222,0.0
0.741,0.586,0.743,0.413,0.154,0.495,0.689,0.295,0.033,0.0,0.001,0.005,0.374,0.382,0.8,0.94,0.597,0.4,0.86,0.889,0.0
0.56,0.876,0.61,0.607,0.615,0.362,0.356,0.935,0.773,0.0,0.009,0.005,0.64,0.621,0.5,0.967,0.757,0.7,0.72,0.889,0.0
0.356,0.487,0.343,0.731,0.692,0.078,0.5,0.99,0.06,0.0,1.0,0.005,0.76,0.416,0.6,0.135,0.297,0.9,0.74,0.889,0.0
0.772,0.554,0.143,0.662,0.385,0.583,0.911,0.135,0.273,0.0,0.67,0.005,0.964,0.611,0.1,0.055,0.018,0.4,0.98,0.778,0.0
0.725,0.631,0.876,0.555,0.385,0.759,0.422,0.335,0.84,0.0,0.007,0.005,0.999,0.597,0.0,0.178,0.278,0.8,0.92,0.222,0.0
0.64,0.873,0.486,0.403,0.615,0.0,0.978,0.31,0.733,0.0,0.001,0.005,0.936,0.618,0.1,0.227,0.569,0.2,0.7,0.0,0.0
0.75,0.474,0.552,0.374,0.769,0.319,0.144,0.075,0.733,0.0,0.5,0.005,0.242,0.526,0.0,0.027,0.598,0.5,0.1,0.222,1.0
0.964,0.693,0.829,0.524,0.923,0.396,0.089,0.775,0.093,0.0,0.89,0.005,0.164,0.57,0.8,0.734,0.431,0.1,0.44,0.222,0.0
0.158,0.325,0.781,0.194,0.923,0.536,0.733,0.005,0.373,0.0,0.002,0.005,0.816,0.495,0.3,0.995,0.421,0.5,0.08,0.889,0.0
0.055,0.977,0.381,0.759,0.692,0.283,0.278,0.375,0.64,0.0,0.64,0.005,0.88,0.618,0.8,0.927,0.94,0.5,0.46,0.889,0.0
0.996,0.256,0.124,0.19,0.308,0.371,0.211,0.5,0.24,0.0,0.005,0.005,0.059,0.481,0.8,0.796,0.476,0.9,0.64,0.444,0.0
0.481,0.047,0.781,0.518,0.231,0.726,0.089,0.815,0.38,0.0,0.68,0.005,0.633,0.539,0.9,0.172,0.133,1.0,0.14,0.333,0.0
0.192,0.441,0.086,0.632,0.769,0.285,0.911,0.87,0.347,0.0,0.003,0.005,0.202,0.485,0.9,0.587,0.857,0.1,0.3,0.778,0.0
0.889,0.676,0.79,0.132,0.923,0.954,0.022,0.36,0.967,0.0,0.006,0.005,0.88,0.522,0.8,0.541,0.867,0.2,0.22,0.889,0.0
0.606,0.462,0.152,0.919,0.769,0.411,0.511,0.365,0.953,0.0,0.84,0.005,0.589,0.625,0.4,0.084,0.533,0.8,0.52,0.778,0.0
0.727,0.377,0.543,0.318,0.769,0.6,0.6,0.37,0.36,0.0,0.0,0.005,0.685,0.399,0.5,0.531,0.258,0.3,0.3,0.0,0.0
0.15,0.587,0.219,0.761,0.615,0.037,0.8,0.36,0.88,0.99,0.99,0.005,0.166,0.526,0.3,0.12,0.379,0.8,0.78,0.333,0.0
0.059,0.764,0.333,0.217,0.385,0.618,0.944,0.215,0.46,0.01,0.004,0.005,0.568,0.625,0.6,0.492,0.618,0.2,0.82,0.444,0.0
0.115,0.162,0.59,0.494,0.231,0.215,0.289,0.64,0.66,0.42,0.002,0.005,0.202,0.382,0.5,0.325,0.712,0.2,0.56,0.667,0.0
0.76,0.645,0.343,0.86,0.692,0.468,0.667,0.69,0.56,0.15,0.001,0.005,0.684,0.491,0.9,0.633,0.517,0.1,0.96,0.111,0.0
0.618,0.464,0.524,0.868,0.769,0.774,0.967,0.785,0.087,0.59,0.59,0.005,0.534,0.686,0.9,0.383,0.098,0.6,0.96,0.778,0.0
0.499,0.975,0.686,0.269,1.0,0.3,0.5,0.77,0.76,0.68,0.68,0.005,0.419,0.457,0.8,0.355,0.476,0.4,0.22,0.222,0.0
0.37,0.416,0.076,0.53,0.615,0.471,0.967,0.88,0.267,0.27,0.0,0.76,0.722,0.621,0.8,0.515,0.985,0.4,0.78,1.0,0.0
0.871,0.017,0.971,0.731,0.0,0.038,0.933,0.225,0.873,0.42,0.005,0.515,0.115,0.655,0.1,0.225,0.899,0.3,0.48,0.889,0.0
0.8,0.848,0.038,0.733,0.308,0.204,0.389,0.01,0.207,0.47,0.004,0.85,0.935,0.618,0.3,0.73,0.762,0.6,0.66,0.778,0.0
0.372,0.597,0.771,0.68,0.308,0.373,0.367,0.87,0.993,0.13,0.007,0.51,0.813,0.795,0.9,0.294,0.935,0.6,0.4,0.222,0.0
0.051,0.27,0.571,0.804,0.308,0.393,0.544,0.745,0.387,0.8,0.8,0.605,0.144,0.747,0.1,0.867,0.877,0.8,0.22,0.778,0.0
0.62,0.318,0.057,0.057,0.692,0.429,0.333,0.495,0.747,0.02,0.006,0.02,0.866,0.679,0.7,0.688,0.533,0.2,0.32,0.111,0.0
0.394,0.527,0.067,0.52,0.462,0.249,0.9,0.065,0.533,0.69,0.69,0.52,0.466,0.587,0.4,0.66,0.426,0.9,0.52,0.556,0.0
0.392,0.483,0.029,0.17,0.231,0.393,0.556,0.41,0.773,0.29,0.005,0.99,0.409,0.601,1.0,0.186,0.974,0.6,0.32,0.444,0.0
0.119,0.316,0.457,0.306,0.846,0.54,0.478,0.275,0.64,0.11,0.001,0.655,0.996,0.805,0.7,0.129,0.703,0.8,0.16,0.667,0.0
0.224,0.49,0.267,0.136,0.846,0.282,0.6,0.64,0.58,0.9,0.9,0.12,0.725,0.451,0.8,0.272,0.319,0.6,0.34,0.222,0.0
0.091,0.801,0.41,0.344,0.462,0.672,0.078,0.945,0.6,0.98,0.98,0.01,0.376,0.427,0.1,0.126,0.561,0.3,0.72,0.444,0.0
0.117,0.511,0.41,0.285,0.692,0.718,0.878,0.88,0.553,0.21,0.002,0.15,0.382,0.543,0.5,0.176,0.079,0.7,0.26,0.889,0.0
0.192,0.914,0.848,0.864,0.462,0.7,0.744,0.325,0.64,0.84,0.84,0.94,0.883,0.666,0.1,0.831,0.322,0.4,0.42,0.222,0.0
0.673,0.411,0.229,0.241,0.385,0.65,0.889,0.015,0.62,0.62,0.62,0.25,0.988,0.659,0.1,0.524,0.527,0.6,0.14,0.222,1.0
0.549,0.868,0.59,0.678,0.462,0.401,0.7,0.63,0.227,0.94,0.94,0.465,0.402,0.614,0.7,0.933,0.641,0.5,0.24,0.444,0.0
0.501,0.249,0.305,0.413,0.154,0.55,0.689,0.025,0.913,0.94,0.94,0.755,0.441,0.502,0.0,0.794,0.696,0.7,0.34,0.333,0.0
0.329,0.922,0.848,0.46,0.692,0.78,0.922,0.79,0.807,0.73,0.73,0.52,0.236,0.423,0.9,0.87,0.125,1.0,0.24,0.111,0.0
0.867,0.481,0.2,0.101,0.308,0.69,0.044,0.49,0.513,0.52,0.52,0.925,0.923,0.614,0.9,0.835,0.444,1.0,0.48,0.667,0.0
0.792,0.111,0.695,0.64,0.462,0.772,0.311,0.745,0.433,1.0,1.0,0.46,0.36,0.601,0.2,0.566,0.339,0.4,0.7,0.444,0.0
0.598,0.279,0.39,0.561,0.923,0.088,0.767,0.525,0.533,0.1,0.003,0.985,0.958,0.372,0.8,0.412,0.532,0.5,0.44,0.111,0.0
0.073,0.775,0.295,0.664,0.385,0.259,0.2,0.7,0.36,0.01,0.0,0.205,0.625,0.41,0.8,0.372,0.687,0.3,0.18,0.667,0.0
0.586,0.249,0.39,0.198,0.538,0.068,0.856,0.515,0.38,0.71,0.71,0.025,0.062,0.573,0.6,0.538,0.905,0.9,0.4,0.0,0.0
0.913,0.635,0.076,0.391,0.615,0.732,0.633,0.95,0.293,0.84,0.84,0.14,0.616,0.659,0.3,0.224,0.915,0.2,0.88,0.556,0.0
0.281,0.213,0.867,0.162,0.385,0.706,0.1,0.495,0.533,0.37,0.002,0.74,0.917,0.662,0.2,0.697,0.511,0.6,0.1,0.111,1.0
0.945,0.243,0.771,0.383,0.846,0.567,0.267,0.14,0.547,0.54,0.54,0.985,0.081,0.747,0.7,0.543,0.456,0.5,0.74,0.556,0.0
0.071,0.029,0.181,0.324,0.923,0.416,0.156,0.455,0.107,0.89,0.89,0.26,0.289,0.608,0.3,0.367,0.804,0.3,0.66,0.889,0.0
0.281,0.667,0.048,0.674,0.769,0.734,0.389,0.845,0.9,0.63,0.63,0.53,0.925,0.44,1.0,0.665,0.518,0.4,0.24,0.556,0.0
0.358,0.972,0.419,0.664,0.231,0.416,0.956,0.805,0.927,0.09,0.005,0.215,0.85,0.478,0.0,0.527,0.451,0.4,0.24,0.556,0.0
0.471,0.542,0.314,0.362,0.538,0.248,0.567,0.23,0.493,0.48,0.001,0.36,0.684,0.567,0.5,0.485,0.539,0.9,0.56,0.889,0.0
0.949,0.628,0.857,0.526,0.077,0.313,0.911,0.255,0.613,0.14,0.006,0.36,0.108,0.546,1.0,0.751,0.915,0.6,0.84,0.667,0.0
0.513,0.549,0.486,0.152,0.077,0.75,0.7,0.33,0.027,0.82,0.82,0.485,0.197,0.488,1.0,0.424,0.824,0.4,0.12,0.444,0.0
0.923,0.384,0.571,0.644,0.077,0.403,0.467,0.415,0.727,0.14,0.005,0.755,0.771,0.57,0.6,0.448,0.21,0.7,0.34,0.111,0.0
0.248,0.022,0.486,0.603,0.077,0.394,0.556,0.65,0.707,0.55,0.55,0.5,0.218,0.635,0.7,0.154,0.758,0.2,0.96,0.444,0.0
0.263,0.922,0.876,0.223,0.538,0.96,0.033,0.145,0.44,0.54,0.54,0.24,0.271,0.662,0.0,0.402,0.2,0.2,0.42,0.556,0.0
0.404,0.897,0.486,0.267,0.769,0.844,0.278,0.785,0.78,0.62,0.62,0.45,0.928,0.447,0.2,0.966,0.468,0.8,0.4,0.222,0.0
0.752,0.977,0.105,0.593,0.769,0.448,0.456,0.75,0.673,0.61,0.61,0.655,0.924,0.717,0.3,0.492,0.056,0.6,0.82,0.556,0.0
0.939,0.699,0.781,0.429,0.923,0.41,0.167,0.27,0.933,0.55,0.55,0.365,0.849,0.567,0.6,0.189,0.526,0.4,0.32,0.444,0.0
0.699,0.734,0.657,0.901,0.923,0.827,0.256,0.005,0.92,0.13,0.008,0.605,0.274,0.621,0.3,0.477,0.26,0.4,0.16,0.0,1.0
0.364,0.514,0.581,0.079,0.769,0.941,0.156,0.4,0.167,0.64,0.64,0.48,0.661,0.515,0.9,0.07,0.93,0.6,0.16,0.444,0.0
0.727,0.732,0.105,0.194,0.154,0.244,0.0,0.735,0.827,0.83,0.83,0.13,0.056,0.823,0.9,0.741,0.832,1.0,0.36,1.0,0.0
0.162,0.384,0.448,0.239,0.231,0.459,0.956,0.945,0.92,0.89,0.89,0.165,0.757,0.594,0.9,0.065,0.63,0.0,0.98,0.222,0.0
0.246,0.633,0.848,0.751,0.462,0.801,0.9,0.03,0.52,0.89,0.89,0.45,0.886,0.901,0.4,0.907,0.962,0.1,0.82,1.0,0.0
0.828,0.908,0.219,0.583,0.923,0.832,0.689,0.57,0.613,0.02,0.006,0.095,0.726,0.648,0.9,0.519,0.641,0.7,0.84,0.444,0.0
0.752,0.985,0.124,0.494,0.077,0.558,0.044,0.18,0.367,0.14,0.006,0.845,0.624,0.696,0.8,0.484,0.926,0.3,0.1,0.778,0.0
0.699,0.114,0.181,0.115,0.385,0.573,0.211,0.885,0.953,0.97,0.97,0.59,0.128,0.375,0.2,0.844,0.921,0.3,0.2,0.0,0.0
0.077,0.689,0.61,0.229,0.538,0.623,0.467,0.305,0.84,0.42,0.005,0.81,0.067,0.519,0.8,0.135,0.38,0.5,0.74,0.556,0.0
0.277,0.963,0.419,0.142,0.385,0.017,0.344,0.23,0.933,0.41,0.008,0.54,0.273,0.758,0.3,0.748,0.441,0.2,0.54,0.889,0.0
0.487,0.509,0.714,0.275,0.923,0.841,0.544,0.87,0.933,0.94,0.94,0.83,0.067,0.7,0.5,0.164,0.665,0.9,0.26,0.778,0.0
0.531,0.208,0.629,0.711,0.231,0.652,0.722,0.53,0.787,0.56,0.56,0.575,0.854,0.645,0.3,0.034,0.946,0.1,0.82,0.667,0.0
0.632,0.258,0.781,0.126,0.385,0.536,0.111,0.735,0.247,0.74,0.74,0.65,0.865,0.891,0.6,0.178,0.114,0.6,0.36,0.333,0.0
0.711,0.14,0.362,0.19,0.308,0.615,0.556,0.79,0.087,0.97,0.97,0.85,0.607,0.386,0.6,0.08,0.104,0.6,0.46,0.889,0.0
0.095,0.882,0.267,0.097,0.154,0.84,0.278,0.7,0.047,0.74,0.74,0.725,0.768,0.478,0.3,0.572,0.329,0.8,0.44,0.667,0.0
0.424,0.801,0.667,0.206,0.538,0.414,0.633,0.475,0.5,0.82,0.82,0.985,0.592,0.628,0.6,0.023,0.551,0.8,0.7,0.111,0.0
0.121,0.311,0.61,0.134,0.385,0.089,0.867,0.29,0.88,0.59,0.59,0.59,0.477,0.625,0.5,0.329,0.503,0.4,0.06,0.667,0.0
0.368,0.623,0.143,0.37,0.846,0.329,0.167,0.79,0.64,0.31,0.009,0.285,0.398,0.628,0.6,0.559,0.855,0.7,0.08,0.778,0.0
0.055,0.684,0.476,0.488,0.538,0.109,0.189,0.535,0.687,0.27,0.002,0.705,0.866,0.474,0.6,0.31,0.342,1.0,0.68,0.889,0.0
0.822,0.209,0.4,0.761,0.385,0.315,0.122,0.43,0.873,0.15,0.009,0.23,0.225,0.526,0.8,0.302,0.672,0.2,0.42,0.0,0.0
0.697,0.287,0.8,0.83,0.462,0.384,0.767,0.83,0.733,0.29,0.0,0.565,0.032,0.686,0.4,0.541,0.247,0.7,0.5,0.111,0.0
0.754,0.798,0.781,0.808,0.154,0.137,0.122,0.52,0.707,0.5,0.5,0.19,0.814,0.468,0.5,0.551,0.691,0.6,0.84,1.0,0.0
0.602,0.902,0.467,0.824,0.462,0.782,0.8,0.465,0.593,0.84,0.84,0.895,0.463,0.539,0.7,0.474,0.722,0.7,0.28,0.333,0.0
0.626,0.591,0.095,0.751,0.462,0.162,0.322,0.69,0.987,0.67,0.67,0.4,0.909,0.73,0.2,0.252,0.492,0.7,0.62,0.889,0.0
0.855,0.179,0.267,0.636,0.154,0.768,0.233,0.77,0.547,0.01,0.007,0.725,0.361,0.587,0.3,0.616,0.735,0.2,0.42,0.778,0.0
0.16,0.192,0.2,0.273,0.154,0.63,0.633,0.29,0.413,0.36,0.005,0.03,0.523,0.505,0.3,0.879,0.939,0.2,0.18,0.333,0.0
0.046,0.561,0.295,0.332,0.154,0.227,0.533,0.35,0.567,0.19,0.0,0.62,0.667,0.396,0.1,0.277,0.647,0.8,0.08,0.556,0.0
0.147,0.015,0.695,0.411,0.385,0.904,0.944,0.04,0.253,0.38,0.006,0.8,0.772,0.744,0.7,0.031,0.693,0.7,0.8,0.444,0.0
0.772,0.378,0.381,0.111,0.385,0.781,0.7,0.83,0.353,0.43,0.009,0.15,0.365,0.509,0.8,0.029,0.283,0.8,0.64,0.778,0.0
0.081,0.321,0.162,0.46,0.154,0.608,0.922,0.365,0.427,0.47,0.007,0.445,0.919,0.939,0.6,0.776,0.355,0.4,0.82,0.667,0.0
0.4,0.575,0.629,0.63,0.923,0.426,0.222,0.06,0.087,0.94,0.94,0.245,0.306,0.932,0.2,0.532,0.581,0.4,0.1,0.222,1.0
0.919,0.114,0.21,0.581,0.615,0.632,0.411,0.6,0.967,0.49,0.001,0.455,0.729,0.642,0.1,0.464,0.259,0.4,1.0,1.0,0.0
0.867,0.97,0.333,0.417,0.769,0.395,0.967,0.475,0.287,0.94,0.94,0.35,0.195,0.474,0.3,0.951,0.584,0.7,0.54,0.667,0.0
0.747,0.991,0.914,0.289,0.308,0.767,0.711,0.04,1.0,0.1,0.002,0.535,0.202,0.573,0.0,0.971,0.103,0.7,0.72,0.0,0.0
0.354,0.664,0.629,0.296,0.385,0.651,0.489,0.875,0.2,0.56,0.56,0.83,0.491,0.648,0.6,0.915,0.945,0.6,0.2,0.222,0.0
0.588,0.788,0.638,0.868,0.923,0.412,0.122,0.585,0.18,0.26,0.005,0.065,0.921,0.73,0.1,0.861,0.537,0.2,0.84,0.889,0.0
0.592,0.0,0.39,0.941,0.923,0.409,0.333,0.895,0.873,0.78,0.78,0.325,0.784,0.659,0.3,0.186,0.362,0.5,0.8,1.0,0.0
0.194,0.057,0.562,0.526,0.692,0.273,0.189,0.89,0.78,0.28,0.002,0.175,0.068,0.43,0.9,0.396,0.587,0.0,0.56,0.222,0.0
0.061,0.416,0.371,0.925,0.077,0.417,0.722,0.705,0.34,0.02,0.008,0.935,0.06,0.413,1.0,0.902,0.965,0.8,0.64,0.0,0.0
0.537,0.602,0.333,0.731,0.538,0.237,0.656,0.265,0.08,0.66,0.66,0.08,0.459,0.638,1.0,0.504,0.05,0.0,0.16,0.333,1.0
0.414,0.402,0.276,0.777,0.846,0.378,0.356,0.315,0.747,0.41,0.002,0.925,0.393,0.437,0.5,0.532,0.668,0.8,0.58,0.0,0.0
0.913,0.895,0.667,0.864,0.615,0.191,0.133,0.76,0.693,0.29,0.009,0.745,0.744,0.597,0.7,0.198,0.15,0.2,0.8,0.778,0.0
0.315,0.058,0.733,0.356,0.692,0.553,0.178,0.39,0.033,0.52,0.52,0.95,0.512,0.71,0.3,0.807,0.533,0.5,0.68,0.667,0.0
0.883,0.959,0.667,0.316,0.385,0.733,0.033,0.965,0.287,0.73,0.73,0.9,0.553,0.604,0.9,0.134,0.454,0.2,0.24,0.111,0.0
0.287,0.078,0.629,0.532,0.077,0.513,0.022,0.24,0.033,0.22,0.009,0.845,0.94,0.382,1.0,0.679,0.534,0.9,0.36,0.333,0.0
0.25,0.587,0.4,0.623,0.231,0.197,0.789,0.27,0.94,0.99,0.99,0.565,0.499,0.549,0.4,0.877,0.273,0.4,0.48,0.667,0.0
0.515,0.799,0.248,0.192,0.462,0.914,0.078,0.32,0.287,0.46,0.002,0.295,0.866,0.717,0.6,0.367,0.121,0.3,0.46,0.667,0.0
0.224,0.135,0.305,0.8,0.231,0.537,0.622,0.945,0.907,0.82,0.82,0.85,0.697,0.392,0.6,0.176,0.471,0.2,0.9,0.667,0.0
0.17,0.506,0.457,0.366,0.692,0.923,0.078,0.27,0.8,0.59,0.59,0.235,0.959,0.567,0.7,0.745,0.648,0.6,0.14,0.222,0.0
0.196,0.311,0.752,0.824,0.769,0.134,0.622,0.515,0.66,0.43,0.006,0.66,0.454,0.597,0.6,0.22,0.536,0.2,0.1,0.222,1.0
0.095,0.352,0.448,0.381,0.308,0.785,0.411,0.92,0.147,0.13,0.004,0.175,0.274,0.413,0.2,0.339,0.944,0.0,0.94,0.667,0.0
0.073,0.947,0.257,0.893,0.769,0.06,0.844,0.2,0.227,0.65,0.65,0.065,0.1,0.437,0.3,0.485,0.615,0.1,0.72,0.222,0.0
0.125,0.928,0.229,0.182,0.923,0.718,0.311,0.005,0.52,0.54,0.54,0.175,0.478,0.478,0.1,0.39,0.213,0.7,0.74,0.556,0.0
0.042,0.513,0.971,0.737,0.462,0.282,0.056,0.95,0.733,1.0,1.0,0.825,0.427,0.58,0.3,0.475,0.429,0.9,0.2,0.0,0.0
0.099,0.995,0.067,0.437,0.538,0.28,0.011,0.73,0.973,0.76,0.76,0.415,0.232,0.549,0.9,0.501,0.12,0.7,0.8,0.667,0.0
0.075,0.969,0.448,0.455,0.077,0.886,0.4,0.52,0.34,0.71,0.71,0.705,0.634,0.549,0.6,0.152,0.956,0.5,0.62,0.333,0.0
0.099,0.407,0.143,0.619,0.923,0.608,0.933,0.495,0.413,0.72,0.72,0.38,0.797,0.741,0.4,0.442,0.133,0.6,0.8,0.222,0.0
0.644,0.051,0.143,0.806,0.615,0.503,0.5,0.565,0.7,0.97,0.97,0.035,0.312,0.522,0.6,0.738,0.786,0.1,0.84,0.889,0.0
0.527,0.286,0.524,0.628,0.077,0.73,0.433,0.295,0.267,0.88,0.88,0.485,0.629,0.41,1.0,0.216,0.871,0.5,0.06,0.333,0.0
0.261,0.663,0.695,0.16,0.615,0.734,0.933,0.955,0.553,0.07,0.008,0.09,0.046,0.628,0.9,0.644,0.269,0.3,0.42,0.444,0.0
0.44,0.761,0.829,0.283,0.462,0.869,0.689,0.305,0.973,0.84,0.84,0.68,0.877,0.846,0.7,0.58,0.71,0.6,0.3,0.889,0.0
0.703,0.81,0.552,0.437,0.077,0.668,0.989,0.075,0.347,0.45,0.008,0.125,0.929,0.519,0.9,0.134,0.891,0.9,0.52,0.444,0.0
0.879,0.168,0.533,0.751,0.538,0.55,0.211,0.335,0.5,0.08,0.001,0.17,0.258,0.56,0.8,0.651,0.23,0.7,0.28,0.778,0.0
0.378,0.35,0.676,0.775,0.538,0.665,0.767,0.795,0.14,0.35,0.003,0.08,0.28,0.526,0.1,0.032,0.94,0.4,0.8,0.111,0.0
0.487,0.777,0.971,0.729,1.0,0.726,0.811,0.795,0.18,0.88,0.88,0.915,0.432,0.7,0.6,0.325,0.406,0.6,0.18,0.778,0.0
0.309,0.303,0.038,0.545,0.692,0.892,0.844,0.135,0.947,0.8,0.8,0.535,0.737,0.713,0.2,0.919,0.489,0.8,0.26,0.444,0.0
0.96,0.099,0.905,0.399,0.308,0.384,0.122,0.765,0.867,0.93,0.93,0.375,0.639,0.614,0.8,0.273,0.547,0.5,0.44,0.556,0.0
0.63,0.215,0.781,0.709,0.308,0.386,0.611,0.115,0.607,0.75,0.75,0.955,0.101,0.457,0.5,0.93,0.006,0.9,0.5,0.222,0.0
0.131,0.188,0.333,0.978,1.0,0.961,0.544,0.235,0.593,0.78,0.78,0.19,0.107,0.488,0.9,0.054,0.464,0.2,0.72,0.667,0.0
0.574,0.4,0.124,0.925,0.462,0.765,0.644,0.445,0.027,0.46,0.002,0.445,0.42,0.867,0.0,0.275,0.208,0.6,0.66,0.556,0.0
0.055,0.348,0.124,0.976,0.154,0.794,0.222,0.035,0.487,0.06,0.001,0.785,0.587,0.966,0.6,0.437,0.168,0.3,0.12,0.444,0.0
0.455,0.388,0.467,0.761,0.231,0.675,0.711,0.2,0.18,0.42,0.008,0.31,0.241,0.539,0.9,0.258,0.971,0.6,0.06,1.0,0.0
0.513,0.661,0.276,0.607,0.462,0.238,0.911,0.525,0.46,0.77,0.77,0.26,0.513,0.587,0.2,0.082,0.826,0.1,0.06,0.444,0.0
0.495,0.413,0.571,0.265,0.462,0.245,0.067,0.635,0.767,0.97,0.97,0.075,0.701,0.495,0.7,0.257,0.088,0.1,0.46,0.778,0.0
0.63,0.968,0.695,0.417,0.462,0.735,0.356,0.36,0.353,0.35,0.007,0.15,0.4,0.669,0.9,0.433,0.618,0.1,0.78,1.0,0.0
0.911,0.819,0.619,0.545,0.462,0.431,0.478,0.825,0.46,0.74,0.74,0.23,0.619,0.683,0.3,0.086,0.194,0.1,0.94,0.0,0.0
0.879,0.631,0.19,0.318,0.231,0.354,0.456,0.63,0.693,0.17,0.0,1.0,0.836,0.447,0.5,0.8,0.566,0.6,0.9,0.556,0.0
0.915,0.767,0.219,0.235,0.538,0.355,0.722,0.08,0.327,0.97,0.97,0.815,0.923,0.423,0.2,0.332,0.159,0.1,0.3,0.667,0.0
0.317,0.377,0.19,0.69,0.923,0.894,0.033,0.05,0.92,0.26,0.005,0.165,0.404,0.662,0.7,0.195,0.303,0.9,0.52,0.222,0.0
0.517,0.207,0.838,0.146,0.308,0.165,0.822,0.015,0.1,0.09,0.0,0.825,0.838,0.666,0.3,0.431,0.483,0.1,0.86,0.0,0.0
0.093,0.603,0.467,0.524,1.0,0.832,0.678,0.975,0.32,0.13,0.001,0.475,0.78,0.638,0.2,0.357,0.526,0.9,0.16,0.333,0.0
0.432,0.975,0.971,0.492,0.692,0.066,0.578,0.96,0.48,0.42,0.004,0.045,0.526,0.536,0.2,0.162,0.638,0.5,0.56,1.0,0.0
0.95,0.498,0.905,0.597,0.615,0.748,0.389,0.74,0.36,0.73,0.73,0.63,0.59,0.423,0.7,0.827,0.989,0.2,0.34,0.667,0.0
0.873,0.883,0.905,0.838,0.154,0.923,0.611,0.81,0.987,0.99,0.99,0.81,0.091,0.481,0.3,0.385,0.985,0.2,0.62,0.444,0.0
0.788,0.163,0.438,0.48,0.385,0.421,0.444,0.745,0.7,0.57,0.57,0.98,0.342,0.597,0.3,0.555,0.805,0.1,0.62,0.889,0.0
0.18,0.331,0.914,0.488,0.692,0.771,0.1,0.88,0.373,0.5,0.5,0.48,0.364,0.502,0.2,0.586,0.443,1.0,0.1,0.111,0.0
0.085,0.698,0.114,0.706,0.615,0.882,0.278,0.99,0.34,0.93,0.93,0.76,0.663,0.427,0.8,0.247,0.207,0.4,0.36,0.333,0.0
0.418,0.868,0.876,0.32,0.385,0.319,0.267,0.33,0.367,0.38,0.005,0.8,0.178,0.823,0.8,0.714,0.946,0.2,0.94,0.667,0.0
0.956,0.068,0.219,0.605,0.308,0.235,0.878,0.255,0.607,0.7,0.7,0.205,0.734,0.529,0.5,0.605,0.798,0.2,0.68,0.778,0.0
0.689,0.52,0.562,0.642,0.615,0.183,0.167,0.985,0.173,0.51,0.51,0.61,0.205,0.642,0.8,0.049,0.489,0.6,0.96,0.444,0.0
0.962,0.89,0.81,0.565,0.615,0.097,0.189,0.785,0.073,0.52,0.52,0.09,0.406,0.706,0.1,0.601,0.044,0.8,0.44,0.556,0.0
0.129,0.693,0.267,0.652,0.692,0.506,0.633,0.21,0.047,0.78,0.78,0.98,0.529,0.645,0.5,0.681,0.288,0.7,0.88,0.333,0.0
0.812,0.383,0.21,0.698,0.615,0.5,0.667,0.67,0.02,0.18,0.006,0.305,0.739,0.536,0.3,0.469,0.633,0.9,0.44,0.444,0.0
0.105,0.795,0.276,0.65,0.231,0.802,0.378,0.105,0.953,0.32,0.007,0.485,0.455,0.549,0.7,0.72,0.08,0.5,0.34,0.111,0.0
0.539,0.241,0.971,0.763,0.538,0.507,0.833,0.965,0.12,0.49,0.008,0.2,0.319,0.686,0.7,0.47,0.668,0.4,0.06,0.667,0.0
0.646,0.789,0.714,0.253,0.154,0.387,0.311,0.75,0.42,0.74,0.74,0.76,0.431,0.659,0.5,0.745,0.743,0.7,0.44,0.222,0.0
0.24,0.653,0.543,0.285,0.231,0.144,0.844,0.91,0.173,0.92,0.92,0.525,0.247,0.618,0.6,0.844,0.929,0.1,0.66,0.444,0.0
0.586,0.654,0.095,0.358,0.692,0.763,0.067,0.845,0.627,0.51,0.51,0.99,0.55,0.563,0.8,0.735,0.991,0.8,0.18,0.333,0.0
0.032,0.457,0.581,0.356,0.385,0.838,0.367,0.485,0.873,0.76,0.76,0.44,0.487,0.406,1.0,0.524,0.924,1.0,0.7,0.667,0.0
0.164,0.741,0.781,0.498,0.538,0.568,0.167,0.665,0.42,0.74,0.74,0.66,0.605,0.915,0.9,0.959,0.836,1.0,0.22,0.556,0.0
0.372,0.953,0.971,0.818,0.923,0.51,0.344,0.35,0.947,0.97,0.97,0.98,0.312,0.556,0.3,0.28,0.364,1.0,0.78,0.111,0.0
